,As,Cs,Gs,Ns,Ts,coverage,majorbases,position
8824,70,55,7795,0,28,7959,7795,8824
8825,123,36,7631,0,155,7949,7631,8825
8826,7671,90,54,0,95,7923,7671,8826
8827,7445,88,151,0,238,7924,7445,8827
8828,195,171,7543,0,48,7959,7543,8828
8829,198,45,60,0,7643,7950,7643,8829
8830,150,7704,82,0,19,7955,7704,8830
8831,37,24,7825,0,62,7951,7825,8831
8832,32,28,7795,0,74,7930,7795,8832
8833,202,7467,122,0,124,7936,7467,8833
8834,7576,128,129,0,121,7956,7576,8834
8835,200,7609,126,0,32,7973,7609,8835
8836,35,17,7891,0,18,7961,7891,8836
8837,174,60,144,0,7574,7952,7574,8837
8838,83,43,7783,0,59,7968,7783,8838
8839,7562,196,84,0,97,7944,7562,8839
8840,72,33,7848,0,22,7975,7848,8840
8841,70,27,7833,0,48,7978,7833,8841
8842,166,7675,95,0,26,7965,7675,8842
8843,51,45,33,0,7834,7967,7834,8843
8844,36,56,7868,0,17,7980,7868,8844
8845,43,15,83,0,7813,7958,7813,8845
8846,76,56,25,0,7813,7973,7813,8846
8847,38,17,7876,0,48,7981,7876,8847
8848,7603,185,64,0,64,7922,7603,8848
8849,7704,188,28,0,49,7969,7704,8849
8850,52,15,7869,0,23,7959,7869,8850
8851,7626,204,80,0,51,7962,7626,8851
8852,47,19,130,0,7753,7949,7753,8852
8853,7696,150,39,0,73,7961,7696,8853
8854,43,16,7868,0,28,7968,7868,8854
8855,136,39,81,0,7663,7961,7663,8855
8856,7747,149,27,0,27,7964,7747,8856
8857,41,22,7872,0,9,7959,7872,8857
8858,159,13,7711,0,28,7942,7711,8858
8859,192,64,166,0,7500,7962,7500,8859
8860,142,73,57,0,7665,7944,7665,8860
8861,37,12,52,0,7860,7962,7860,8861
8862,68,147,44,0,7713,7972,7713,8862
8863,45,10,7862,0,31,7962,7862,8863
8864,73,24,7854,0,17,7968,7854,8864
8865,181,11,7703,0,39,7934,7703,8865
8866,7679,142,95,0,34,7951,7679,8866
8867,69,20,7739,0,151,7979,7739,8867
8868,336,7548,45,0,40,7969,7548,8868
8869,39,50,337,0,7539,7973,7539,8869
8870,52,206,7655,0,43,7962,7655,8870
8871,39,22,7876,0,21,7960,7876,8871
8872,202,40,93,0,7618,7963,7618,8872
8873,129,346,75,0,7411,7968,7411,8873
8874,44,29,7868,0,32,7974,7868,8874
8875,7392,89,83,0,352,7925,7392,8875
8876,122,7336,446,0,40,7954,7336,8876
8877,7407,110,77,0,321,7923,7407,8877
8878,7634,147,84,0,54,7960,7634,8878
8879,42,35,7804,0,15,7953,7804,8879
8880,57,19,7841,0,27,7944,7841,8880
8881,7384,108,412,0,45,7952,7384,8881
8882,7596,87,53,0,229,7965,7596,8882
8883,7604,261,66,0,45,7976,7604,8883
8884,349,44,7558,0,15,7970,7558,8884
8885,77,13,7848,0,21,7965,7848,8885
8886,7715,105,105,0,28,7961,7715,8886
8887,7550,59,352,0,16,7977,7550,8887
8888,69,10,137,0,7643,7967,7643,8888
8889,174,7327,451,0,18,7971,7327,8889
8890,198,19,158,0,7583,7964,7583,8890
8891,370,7346,213,0,26,7956,7346,8891
8892,106,7475,377,0,13,7971,7475,8892
8893,7588,66,235,0,79,7969,7588,8893
8894,26,75,31,0,7824,7958,7824,8894
8895,110,7747,106,0,16,7979,7747,8895
8896,19,5,244,0,7703,7974,7703,8896
8897,37,232,94,0,7608,7975,7608,8897
8898,32,12,7841,0,78,7967,7841,8898
8899,7484,117,227,0,132,7964,7484,8899
8900,7455,129,207,0,154,7948,7455,8900
8901,41,20,7893,0,8,7962,7893,8901
8902,19,15,7903,0,11,7948,7903,8902
8903,7679,98,70,0,115,7964,7679,8903
8904,7723,159,64,0,29,7975,7723,8904
8905,7661,164,107,0,21,7953,7661,8905
8906,38,54,7845,0,12,7951,7845,8906
8907,348,109,96,0,7347,7903,7347,8907
8908,27,72,7848,0,10,7958,7848,8908
8909,112,48,158,0,7631,7950,7631,8909
8910,57,23,7857,0,14,7952,7857,8910
8911,7603,70,106,0,125,7935,7603,8911
8912,7680,77,149,0,49,7955,7680,8912
8913,7628,72,147,0,126,7973,7628,8913
8914,174,7465,187,0,128,7967,7465,8914
8915,7594,167,137,0,64,7971,7594,8915
8916,105,124,85,0,7627,7974,7627,8916
8917,58,134,7749,0,32,7979,7749,8917
8918,156,53,174,0,7580,7964,7580,8918
8919,33,77,7843,0,26,7979,7843,8919
8920,121,63,153,0,7616,7953,7616,8920
8921,32,8,7912,0,24,7976,7912,8921
8922,145,44,182,0,7536,7936,7536,8922
8923,7715,86,60,0,52,7933,7715,8923
8924,57,73,279,0,7519,7948,7519,8924
8925,7667,76,127,0,28,7926,7667,8925
8926,7489,78,130,0,186,7940,7489,8926
8927,167,7622,108,0,22,7961,7622,8927
8928,7543,69,191,0,86,7930,7543,8928
8929,67,80,56,0,7640,7938,7640,8929
8930,38,60,7825,0,30,7953,7825,8930
8931,7543,105,128,0,157,7934,7543,8931
8932,141,38,45,0,7726,7952,7726,8932
8933,63,173,7664,0,36,7938,7664,8933
8934,61,11,7846,0,40,7958,7846,8934
8935,52,22,7776,0,57,7907,7776,8935
8936,7633,150,107,0,51,7963,7633,8936
8937,7715,121,72,0,36,7957,7715,8937
8938,7741,94,78,0,32,7946,7741,8938
8939,7702,97,137,0,23,7959,7702,8939
8940,7777,113,50,0,21,7962,7777,8940
8941,25,22,7894,0,28,7972,7894,8941
8942,7715,107,44,0,77,7944,7715,8942
8943,33,12,7917,0,15,7977,7917,8943
8944,7617,95,48,0,167,7928,7617,8944
8945,34,16,7886,0,38,7975,7886,8945
8946,7670,93,33,0,157,7956,7670,8946
8947,7701,80,120,0,77,7978,7701,8947
8948,71,44,7828,0,22,7968,7828,8948
8949,7672,60,51,0,60,7946,7672,8949
8950,7756,98,58,0,49,7967,7756,8950
8951,53,52,7755,0,94,7958,7755,8951
8952,274,7521,113,0,32,7945,7521,8952
8953,61,47,145,0,7705,7968,7705,8953
8954,7612,278,46,0,24,7962,7612,8954
8955,40,38,7759,0,59,7956,7759,8955
8956,88,74,7563,0,104,7882,7563,8956
8957,140,74,7607,0,97,7943,7607,8957
8958,247,17,7678,0,36,7979,7678,8958
8959,7648,123,59,0,117,7948,7648,8959
8960,39,43,7833,0,49,7968,7833,8960
8961,326,100,228,0,7315,7973,7315,8961
8962,83,49,220,0,7608,7961,7608,8962
8963,91,7759,102,0,30,7983,7759,8963
8964,31,22,7875,0,47,7977,7875,8964
8965,47,39,7532,0,337,7956,7532,8965
8966,249,7310,237,0,142,7942,7310,8966
8967,7440,77,194,0,218,7929,7440,8967
8968,7403,112,252,0,210,7977,7403,8968
8969,141,52,7748,0,29,7972,7748,8969
8970,59,25,7764,0,111,7962,7764,8970
8971,243,7217,373,0,69,7959,7217,8971
8972,7538,50,315,0,20,7942,7538,8972
8973,7592,70,241,0,72,7976,7592,8973
8974,7655,94,168,0,53,7971,7655,8974
8975,7562,143,167,0,94,7969,7562,8975
8976,181,115,7627,0,27,7953,7627,8976
8977,319,65,7401,0,150,7945,7401,8977
8978,182,7173,389,0,174,7964,7173,8978
8979,7287,115,223,0,325,7958,7287,8979
8980,117,16,7752,0,80,7966,7752,8980
8981,461,6892,112,0,407,7920,6892,8981
8982,7691,90,136,0,51,7969,7691,8982
8983,37,26,7853,0,46,7962,7853,8983
8984,7548,158,175,0,84,7965,7548,8984
8985,74,31,7582,0,265,7954,7582,8985
8986,268,7421,94,0,119,7926,7421,8986
8987,302,7159,192,0,276,7943,7159,8987
8988,7318,215,341,0,68,7949,7318,8988
8989,94,44,426,0,7403,7969,7403,8989
8990,7478,83,384,0,17,7968,7478,8990
8991,82,30,396,0,7457,7966,7457,8991
8992,103,80,7626,0,152,7962,7626,8992
8993,50,20,7859,0,24,7954,7859,8993
8994,291,49,290,0,7296,7932,7296,8994
8995,7646,141,92,0,62,7948,7646,8995
8996,385,7180,346,0,32,7945,7180,8996
8997,7635,107,195,0,15,7953,7635,8997
8998,200,87,89,0,7564,7947,7564,8998
8999,60,152,7717,0,25,7957,7717,8999
9000,130,65,54,0,7689,7944,7689,9000
9001,173,181,7573,0,15,7946,7573,9001
9002,27,13,7770,0,129,7940,7770,9002
9003,128,7576,174,0,53,7935,7576,9003
9004,63,17,132,0,7717,7929,7717,9004
9005,70,139,104,0,7664,7977,7664,9005
9006,87,28,7820,0,37,7973,7820,9006
9007,33,18,7796,0,105,7952,7796,9007
9008,7543,181,119,0,103,7946,7543,9008
9009,72,29,7830,0,26,7957,7830,9009
9010,226,7519,158,0,32,7938,7519,9010
9011,7624,138,68,0,120,7957,7624,9011
9012,249,7651,47,0,22,7973,7651,9012
9013,56,28,7839,0,27,7950,7839,9013
9014,198,7672,76,0,17,7966,7672,9014
9015,142,138,130,0,7539,7952,7539,9015
9016,42,21,66,0,7833,7964,7833,9016
9017,133,7743,47,0,33,7967,7743,9017
9018,49,23,103,0,7805,7982,7805,9018
9019,42,32,21,0,7875,7971,7875,9019
9020,7808,89,44,0,18,7960,7808,9020
9021,68,21,7850,0,27,7967,7850,9021
9022,7794,115,45,0,28,7983,7794,9022
9023,32,21,7886,0,23,7965,7886,9023
9024,133,62,91,0,7658,7954,7658,9024
9025,33,35,70,0,7841,7979,7841,9025
9026,29,21,47,0,7887,7985,7887,9026
9027,54,21,7878,0,32,7986,7878,9027
9028,7786,89,40,0,42,7957,7786,9028
9029,7866,76,20,0,25,7987,7866,9029
9030,86,16,7815,0,41,7962,7815,9030
9031,197,7683,34,0,36,7953,7683,9031
9032,134,7698,89,0,52,7973,7698,9032
9033,143,7757,54,0,16,7970,7757,9033
9034,55,29,57,0,7848,7989,7848,9034
9035,7790,109,28,0,34,7961,7790,9035
9036,67,35,7853,0,18,7974,7853,9036
9037,32,8,7913,0,11,7964,7913,9037
9038,7700,188,30,0,48,7969,7700,9038
9039,70,15,108,0,7774,7970,7774,9039
9040,16,11,27,0,7892,7947,7892,9040
9041,119,7803,22,0,32,7977,7803,9041
9042,28,12,109,0,7829,7978,7829,9042
9043,18,15,32,0,7924,7989,7924,9043
9044,24,9,7909,0,24,7966,7909,9044
9045,7757,126,33,0,63,7979,7757,9045
9046,7788,111,53,0,17,7969,7788,9046
9047,48,9,42,0,7874,7973,7874,9047
9048,23,4,7900,0,33,7968,7900,9048
9049,7717,101,34,0,53,7932,7717,9049
9050,7829,106,24,0,12,7971,7829,9050
9051,61,18,7890,0,12,7982,7890,9051
9052,7723,129,30,0,22,7904,7723,9052
9053,58,17,205,0,7662,7946,7662,9053
9054,221,7686,26,0,19,7953,7686,9054
9055,7555,122,122,0,159,7961,7555,9055
9056,98,7512,278,0,73,7970,7512,9056
9057,251,88,144,0,7427,7953,7427,9057
9058,89,35,7803,0,28,7964,7803,9058
9059,42,78,7788,0,62,7971,7788,9059
9060,195,28,141,0,7587,7952,7587,9060
9061,51,176,79,0,7666,7975,7666,9061
9062,126,7560,241,0,34,7964,7560,9062
9063,40,22,197,0,7707,7969,7707,9063
9064,153,7453,310,0,40,7960,7453,9064
9065,191,7481,101,0,198,7971,7481,9065
9066,7732,127,50,0,37,7947,7732,9066
9067,41,12,7885,0,24,7964,7885,9067
9068,7663,117,159,0,30,7969,7663,9068
9069,49,16,7883,0,21,7973,7883,9069
9070,7723,130,49,0,51,7953,7723,9070
9071,114,11,7816,0,11,7952,7816,9071
9072,7762,71,22,0,96,7966,7762,9072
9073,7592,151,107,0,78,7942,7592,9073
9074,179,7653,77,0,13,7936,7653,9074
9075,65,46,86,0,7773,7973,7773,9075
9076,110,7702,51,0,76,7945,7702,9076
9077,107,7676,134,0,39,7957,7676,9077
9078,41,17,60,0,7840,7960,7840,9078
9079,68,27,58,0,7805,7958,7805,9079
9080,24,14,7859,0,67,7964,7859,9080
9081,7632,192,67,0,52,7950,7632,9081
9082,26,11,7866,0,53,7957,7866,9082
9083,90,82,77,0,7719,7969,7719,9083
9084,22,19,7909,0,31,7981,7909,9084
9085,25,28,7857,0,63,7973,7857,9085
9086,7684,182,60,0,47,7973,7684,9086
9087,39,12,7892,0,26,7969,7892,9087
9088,92,37,50,0,7795,7974,7795,9088
9089,23,9,7910,0,27,7970,7910,9089
9090,39,19,7883,0,33,7975,7883,9090
9091,7739,134,31,0,67,7972,7739,9091
9092,7750,146,33,0,34,7963,7750,9092
9093,105,22,7799,0,26,7959,7799,9093
9094,31,26,7880,0,28,7965,7880,9094
9095,7650,185,91,0,39,7967,7650,9095
9096,74,21,7863,0,21,7979,7863,9096
9097,7711,157,60,0,34,7970,7711,9097
9098,7786,117,26,0,44,7974,7786,9098
9099,97,35,7816,0,20,7971,7816,9099
9100,189,34,7704,0,24,7951,7704,9100
9101,57,9,7835,0,58,7959,7835,9101
9102,207,7626,60,0,48,7945,7626,9102
9103,82,88,94,0,7679,7947,7679,9103
9104,43,28,7845,0,62,7982,7845,9104
9105,161,7574,150,0,59,7949,7574,9105
9106,7614,170,102,0,49,7938,7614,9106
9107,281,7487,114,0,51,7936,7487,9107
9108,7569,166,137,0,28,7909,7569,9108
9109,7735,156,51,0,21,7963,7735,9109
9110,95,47,7776,0,38,7956,7776,9110
9111,191,7613,110,0,19,7943,7613,9111
9112,87,40,117,0,7685,7946,7685,9112
9113,7701,156,34,0,84,7985,7701,9113
9114,44,53,7863,0,9,7979,7863,9114
9115,63,20,7759,0,48,7965,7759,9115
9116,140,86,250,0,7274,7931,7274,9116
9117,123,44,91,0,7548,7961,7548,9117
9118,7715,91,74,0,63,7957,7715,9118
9119,171,7438,264,0,75,7960,7438,9119
9120,7619,229,95,0,14,7965,7619,9120
9121,68,13,137,0,7726,7958,7726,9121
9122,41,222,131,0,7561,7961,7561,9122
9123,35,13,286,0,7599,7938,7599,9123
9124,86,30,248,0,7605,7970,7605,9124
9125,7785,72,51,0,58,7966,7785,9125
9126,7814,100,55,0,10,7979,7814,9126
9127,72,17,7833,0,18,7946,7833,9127
9128,7694,123,71,0,62,7950,7694,9128
9129,65,29,7797,0,35,7928,7797,9129
9130,7547,167,50,0,123,7952,7547,9130
9131,157,7623,143,0,30,7960,7623,9131
9132,32,23,7787,0,97,7949,7787,9132
9133,162,100,147,0,7505,7920,7505,9133
9134,34,34,7801,0,71,7946,7801,9134
9135,7610,53,92,0,163,7920,7610,9135
9136,42,10,7817,0,53,7922,7817,9136
9137,277,7393,97,0,148,7934,7393,9137
9138,7589,105,130,0,114,7961,7589,9138
9139,7559,183,194,0,18,7960,7559,9139
9140,40,14,7900,0,16,7970,7900,9140
9141,7563,132,238,0,15,7952,7563,9141
9142,7750,118,57,0,47,7972,7750,9142
9143,7776,132,45,0,9,7962,7776,9143
9144,64,14,7880,0,18,7979,7880,9144
9145,7680,149,66,0,32,7927,7680,9145
9146,37,21,7886,0,19,7969,7886,9146
9147,70,116,7636,0,94,7917,7636,9147
9148,54,23,7783,0,64,7924,7783,9148
9149,7523,125,68,0,231,7948,7523,9149
9150,393,105,7428,0,35,7964,7428,9150
9151,42,33,7831,0,36,7942,7831,9151
9152,7700,73,90,0,76,7939,7700,9152
9153,92,14,7737,0,110,7953,7737,9153
9154,173,7549,124,0,78,7928,7549,9154
9155,7530,132,199,0,81,7945,7530,9155
9156,7426,133,225,0,173,7957,7426,9156
9157,102,131,125,0,7594,7954,7594,9157
9158,29,11,7901,0,12,7953,7901,9158
9159,177,42,72,0,7681,7973,7681,9159
9160,7666,71,201,0,13,7954,7666,9160
9161,72,31,221,0,7647,7971,7647,9161
9162,115,46,7751,0,47,7963,7751,9162
9163,136,7451,210,0,151,7954,7451,9163
9164,261,7532,152,0,24,7969,7532,9164
9165,66,19,7855,0,16,7957,7855,9165
9166,7649,127,74,0,78,7932,7649,9166
9167,135,37,161,0,7605,7956,7605,9167
9168,167,96,7620,0,68,7961,7620,9168
9169,7649,68,87,0,144,7949,7649,9169
9170,174,7417,288,0,70,7959,7417,9170
9171,7665,139,109,0,28,7941,7665,9171
9172,133,7449,232,0,135,7950,7449,9172
9173,166,7697,64,0,40,7967,7697,9173
9174,40,33,7805,0,91,7969,7805,9174
9175,140,7578,109,0,128,7960,7578,9175
9176,7585,199,116,0,56,7959,7585,9176
9177,99,24,7769,0,67,7961,7769,9177
9178,68,28,7744,0,89,7930,7744,9178
9179,7592,104,135,0,113,7945,7592,9179
9180,194,105,79,0,7579,7960,7579,9180
9181,96,115,7719,0,31,7965,7719,9181
9182,49,36,7849,0,15,7950,7849,9182
9183,80,23,7806,0,31,7941,7806,9183
9184,7674,109,82,0,77,7944,7674,9184
9185,322,7491,112,0,33,7963,7491,9185
9186,7666,91,89,0,38,7884,7666,9186
9187,184,7340,368,0,51,7943,7340,9187
9188,7754,87,87,0,25,7953,7754,9188
9189,7657,91,110,0,109,7967,7657,9189
9190,89,21,7848,0,16,7974,7848,9190
9191,7630,94,142,0,57,7940,7630,9191
9192,7697,75,165,0,21,7958,7697,9192
9193,137,67,106,0,7602,7936,7602,9193
9194,179,7541,177,0,22,7936,7541,9194
9195,7587,79,171,0,119,7963,7587,9195
9196,171,7502,250,0,27,7952,7502,9196
9197,7552,146,124,0,76,7903,7552,9197
9198,239,7246,283,0,170,7940,7246,9198
9199,83,215,168,0,7474,7947,7474,9199
9200,7491,154,267,0,51,7974,7491,9200
9201,49,20,7882,0,15,7973,7882,9201
9202,7605,96,62,0,137,7938,7605,9202
9203,7619,137,140,0,59,7956,7619,9203
9204,81,26,7726,0,103,7938,7726,9204
9205,7677,115,39,0,102,7935,7677,9205
9206,109,7345,385,0,118,7958,7345,9206
9207,97,7577,244,0,31,7950,7577,9207
9208,55,9,375,0,7508,7952,7508,9208
9209,7708,83,110,0,45,7954,7708,9209
9210,7749,100,88,0,24,7963,7749,9210
9211,7769,67,93,0,29,7958,7769,9211
9212,7501,63,381,0,22,7967,7501,9212
9213,7785,81,49,0,57,7972,7785,9213
9214,7511,86,351,0,22,7970,7511,9214
9215,52,51,66,0,7808,7977,7808,9215
9216,32,15,7908,0,16,7980,7908,9216
9217,7511,77,57,0,304,7960,7511,9217
9218,7838,86,33,0,9,7973,7838,9218
9219,49,14,7906,0,8,7980,7906,9219
9220,7833,50,43,0,31,7960,7833,9220
9221,7586,52,94,0,224,7957,7586,9221
9222,7664,230,54,0,25,7973,7664,9222
9223,60,19,113,0,7783,7976,7783,9223
9224,61,111,7764,0,15,7951,7764,9224
9225,66,12,7864,0,12,7955,7864,9225
9226,204,42,160,0,7553,7964,7553,9226
9227,7724,93,104,0,33,7956,7724,9227
9228,7746,55,106,0,30,7941,7746,9228
9229,160,7671,104,0,12,7966,7671,9229
9230,7782,66,93,0,14,7960,7782,9230
9231,7783,60,88,0,38,7969,7783,9231
9232,7731,111,87,0,48,7977,7731,9232
9233,141,7692,80,0,38,7982,7692,9233
9234,186,7642,77,0,61,7966,7642,9234
9235,7784,52,75,0,74,7985,7784,9235
9236,112,7713,112,0,43,7980,7713,9236
9237,7775,75,91,0,16,7958,7775,9237
9238,56,39,77,0,7805,7978,7805,9238
9239,47,60,7855,0,20,7985,7855,9239
9240,60,24,7805,0,85,7976,7805,9240
9241,7763,103,46,0,43,7959,7763,9241
9242,7779,98,91,0,12,7985,7779,9242
9243,110,21,7771,0,20,7983,7771,9243
9244,92,32,7794,0,32,7953,7794,9244
9245,7787,82,53,0,40,7964,7787,9245
9246,115,27,7823,0,10,7987,7823,9246
9247,7780,76,34,0,62,7954,7780,9247
9248,7677,49,123,0,110,7963,7677,9248
9249,195,7596,117,0,46,7958,7596,9249
9250,7639,62,197,0,44,7943,7639,9250
9251,229,7513,186,0,44,7974,7513,9251
9252,7839,49,46,0,33,7971,7839,9252
9253,7817,62,64,0,39,7983,7817,9253
9254,267,44,7624,0,29,7965,7624,9254
9255,7817,57,39,0,27,7941,7817,9255
9256,7678,66,203,0,11,7958,7678,9256
9257,7709,131,42,0,86,7968,7709,9257
9258,244,7500,171,0,46,7966,7500,9258
9259,91,50,99,0,7715,7957,7715,9259
9260,7749,173,51,0,9,7982,7749,9260
9261,177,31,7705,0,52,7968,7705,9261
9262,292,7365,51,0,177,7888,7365,9262
9263,240,7361,319,0,23,7945,7361,9263
9264,110,14,7682,0,140,7954,7682,9264
9265,7708,106,32,0,87,7937,7708,9265
9266,137,57,7677,0,54,7958,7677,9266
9267,198,44,7609,0,36,7896,7609,9267
9268,274,7271,230,0,133,7918,7271,9268
9269,235,7505,159,0,31,7938,7505,9269
9270,7563,92,242,0,48,7950,7563,9270
9271,97,48,122,0,7677,7946,7677,9271
9272,72,188,160,0,7522,7943,7522,9272
9273,83,32,249,0,7604,7969,7604,9273
9274,85,28,189,0,7657,7960,7657,9274
9275,172,7500,240,0,60,7973,7500,9275
9276,7709,75,87,0,111,7985,7709,9276
9277,7758,61,125,0,24,7969,7758,9277
9278,7729,89,158,0,13,7989,7729,9278
9279,116,16,221,0,7618,7972,7618,9279
9280,75,60,173,0,7669,7978,7669,9280
9281,7788,96,69,0,25,7978,7788,9281
9282,7729,56,120,0,61,7967,7729,9282
9283,190,7598,72,0,94,7958,7598,9283
9284,293,16,7583,0,11,7908,7583,9284
9285,181,25,327,0,7441,7976,7441,9285
9286,7797,43,73,0,46,7964,7797,9286
9287,134,7376,177,0,278,7966,7376,9287
9288,208,7584,123,0,64,7980,7584,9288
9289,7558,53,324,0,37,7973,7558,9289
9290,7601,67,301,0,6,7975,7601,9290
9291,7877,62,26,0,13,7978,7877,9291
9292,7828,66,18,0,68,7981,7828,9292
9293,169,7489,284,0,25,7970,7489,9293
9294,7826,54,12,0,75,7968,7826,9294
9295,7546,136,276,0,16,7978,7546,9295
9296,97,213,7610,0,50,7975,7610,9296
9297,58,21,7891,0,13,7984,7891,9297
9298,386,101,67,0,7421,7976,7421,9298
9299,113,217,7646,0,6,7985,7646,9299
9300,58,19,7870,0,20,7968,7870,9300
9301,242,60,73,0,7584,7959,7584,9301
9302,57,54,7753,0,47,7963,7753,9302
9303,137,7636,36,0,100,7962,7636,9303
9304,65,23,7835,0,29,7955,7835,9304
9305,188,50,99,0,7635,7973,7635,9305
9306,92,12,7863,0,15,7982,7863,9306
9307,110,31,175,0,7647,7964,7647,9307
9308,50,17,7863,0,16,7946,7863,9308
9309,110,7650,100,0,76,7937,7650,9309
9310,7878,59,14,0,6,7970,7878,9310
9311,7771,84,97,0,13,7969,7771,9311
9312,7838,116,13,0,9,7976,7838,9312
9313,95,24,7796,0,62,7977,7796,9313
9314,7797,104,24,0,27,7953,7797,9314
9315,146,7582,137,0,79,7967,7582,9315
9316,244,7519,112,0,48,7943,7519,9316
9317,7702,70,136,0,45,7953,7702,9317
9318,7803,67,54,0,50,7976,7803,9318
9319,220,7520,112,0,112,7967,7520,9319
9320,7690,162,35,0,49,7943,7690,9320
9321,200,7328,332,0,81,7951,7328,9321
9322,230,7373,312,0,36,7956,7373,9322
9323,7702,108,76,0,76,7964,7702,9323
9324,7712,139,64,0,41,7956,7712,9324
9325,151,48,7701,0,71,7971,7701,9325
9326,7685,151,68,0,36,7940,7685,9326
9327,105,28,7783,0,40,7965,7783,9327
9328,108,195,7610,0,41,7977,7610,9328
9329,273,7222,263,0,151,7933,7222,9329
9330,7497,172,76,0,200,7948,7497,9330
9331,196,7345,321,0,92,7958,7345,9331
9332,7474,161,246,0,54,7943,7474,9332
9333,100,21,7729,0,111,7961,7729,9333
9334,313,100,286,0,7171,7930,7171,9334
9335,7572,58,131,0,157,7940,7572,9335
9336,7563,126,141,0,103,7933,7563,9336
9337,156,114,280,0,7330,7917,7330,9337
9338,173,51,7652,0,10,7949,7652,9338
9339,155,31,7635,0,116,7938,7635,9339
9340,7636,89,159,0,35,7941,7636,9340
9341,333,117,278,0,7199,7947,7199,9341
9342,7620,119,159,0,39,7944,7620,9342
9343,115,25,262,0,7518,7940,7518,9343
9344,246,7537,107,0,50,7945,7537,9344
9345,7479,60,364,0,46,7954,7479,9345
9346,83,91,204,0,7557,7942,7557,9346
9347,7563,92,295,0,10,7960,7563,9347
9348,105,20,90,0,7720,7941,7720,9348
9349,329,7593,33,0,14,7969,7593,9349
9350,35,10,7869,0,43,7960,7869,9350
9351,7410,142,203,0,154,7941,7410,9351
9352,96,37,7769,0,36,7948,7769,9352
9353,7534,93,68,0,142,7924,7534,9353
9354,7741,66,75,0,77,7961,7741,9354
9355,123,47,7671,0,45,7951,7671,9355
9356,7656,116,142,0,43,7959,7656,9356
9357,89,30,7715,0,49,7964,7715,9357
9358,7537,134,66,0,182,7947,7537,9358
9359,187,7374,258,0,98,7960,7374,9359
9360,201,7203,363,0,154,7952,7203,9360
9361,7411,99,406,0,38,7960,7411,9361
9362,7586,173,111,0,106,7978,7586,9362
9363,7720,150,84,0,16,7971,7720,9363
9364,121,24,7768,0,55,7969,7768,9364
9365,7638,193,43,0,67,7942,7638,9365
9366,59,55,7784,0,70,7972,7784,9366
9367,103,86,7731,0,18,7944,7731,9367
9368,320,109,147,0,7373,7955,7373,9368
9369,7496,358,98,0,19,7971,7496,9369
9370,111,30,7741,0,71,7953,7741,9370
9371,237,139,192,0,7367,7945,7367,9371
9372,80,76,7764,0,32,7955,7764,9372
9373,165,38,7580,0,153,7936,7580,9373
9374,7557,105,159,0,88,7911,7557,9374
9375,485,7261,167,0,18,7933,7261,9375
9376,7596,92,221,0,22,7932,7596,9376
9377,7660,89,111,0,91,7954,7660,9377
9378,163,42,7736,0,10,7954,7736,9378
9379,340,55,81,0,7468,7946,7468,9379
9380,128,172,302,0,7350,7952,7350,9380
9381,58,69,7627,0,210,7964,7627,9381
9382,134,10,7788,0,28,7960,7788,9382
9383,209,38,157,0,7528,7937,7528,9383
9384,7717,110,49,0,70,7952,7717,9384
9385,181,7338,234,0,174,7930,7338,9385
9386,285,7456,193,0,22,7956,7456,9386
9387,52,23,191,0,7675,7941,7675,9387
9388,7607,203,124,0,18,7953,7607,9388
9389,104,30,170,0,7653,7959,7653,9389
9390,126,79,7724,0,30,7959,7724,9390
9391,70,12,7828,0,45,7955,7828,9391
9392,7685,85,73,0,78,7922,7685,9392
9393,230,7516,135,0,28,7911,7516,9393
9394,120,34,133,0,7654,7944,7654,9394
9395,126,7660,147,0,14,7950,7660,9395
9396,7730,101,77,0,50,7958,7730,9396
9397,7747,78,118,0,10,7953,7747,9397
9398,112,27,114,0,7685,7938,7685,9398
9399,7793,81,43,0,33,7950,7793,9399
9400,109,7679,108,0,34,7934,7679,9400
9401,55,56,41,0,7813,7966,7813,9401
9402,40,18,66,0,7855,7980,7855,9402
9403,38,34,24,0,7871,7968,7871,9403
9404,122,7737,60,0,31,7967,7737,9404
9405,7821,72,36,0,36,7980,7821,9405
9406,101,7760,53,0,40,7975,7760,9406
9407,119,7756,78,0,6,7968,7756,9407
9408,7806,61,53,0,46,7968,7806,9408
9409,7814,71,63,0,24,7974,7814,9409
9410,68,14,71,0,7819,7975,7819,9410
9411,7829,75,33,0,24,7979,7829,9411
9412,37,43,83,0,7815,7979,7815,9412
9413,38,25,7890,0,23,7976,7890,9413
9414,49,17,7900,0,20,7986,7900,9414
9415,7829,77,28,0,39,7973,7829,9415
9416,7846,88,25,0,20,7979,7846,9416
9417,148,31,7738,0,42,7967,7738,9417
9418,219,7614,27,0,43,7939,7614,9418
9419,146,7647,139,0,28,7969,7647,9419
9420,126,7716,83,0,29,7963,7716,9420
9421,7781,73,81,0,28,7964,7781,9421
9422,7747,57,38,0,108,7952,7747,9422
9423,112,7772,58,0,10,7979,7772,9423
9424,120,17,126,0,7682,7972,7682,9424
9425,7674,59,188,0,30,7952,7674,9425
9426,7823,62,56,0,20,7961,7823,9426
9427,130,16,29,0,7793,7969,7793,9427
9428,129,7705,98,0,17,7961,7705,9428
9429,7717,80,142,0,8,7950,7717,9429
9430,49,17,7880,0,18,7964,7880,9430
